geometry,X,Y,School_Type,School_Name,Postal_Town
,145.21447,-37.97664,Primary,Dandenong North Primary School,DANDENONG
,147.6081,-37.82454,Primary,Bairnsdale West Primary School,BAIRNSDALE
,145.1799,-37.95444,Primary,Harrisfield Primary School,NOBLE PARK
,144.94848,-37.72126,Primary,Pascoe Vale North Primary School,PASCOE VALE
,145.07865,-37.78252,Primary,Belle Vue Primary School,BALWYN NORTH
,144.34199,-38.17944,Primary,Oberon Primary School,BELMONT
,146.24672,-38.18973,Primary,Moe Primary School,MOE
,144.81109,-37.74217,Primary,St Albans East Primary School,ST ALBANS
,145.41297,-36.36654,Primary,Bourchier Street Primary School Shepparton,SHEPPARTON
,143.54607,-35.33179,Primary,Swan Hill North Primary School,SWAN HILL
,144.81816,-37.79222,Primary,Sunshine Heights Primary School,SUNSHINE
,144.83719,-37.77201,Primary,Sunshine North Primary School,SUNSHINE NORTH
,145.07794,-37.74361,Primary,Banyule Primary School,ROSANNA
,141.61062,-38.36527,Primary,Portland South Primary School,PORTLAND
,145.07412,-37.73512,Primary,Rosanna Golf Links Primary School,ROSANNA
,145.06835,-37.96526,Primary,Cheltenham East Primary School,CHELTENHAM
,145.24506,-38.14794,Primary,Cranbourne South Primary School,CRANBOURNE SOUTH
,146.31718,-36.37256,Primary,Yarrunga Primary School,WANGARATTA
,145.02946,-37.73305,Primary,Preston North East Primary School,EAST PRESTON
,148.466,-37.69779,Primary,Orbost North Primary School,ORBOST
,144.93355,-37.58264,Primary,Craigieburn Primary School,CRAIGIEBURN
,142.49958,-38.38959,Primary,Warrnambool East Primary School,WARRNAMBOOL
,143.57203,-38.34363,Primary,Colac South West Primary School,COLAC
,142.0344,-37.74662,Primary,George Street Primary School - Hamilton,HAMILTON
,145.05717,-37.91461,Primary,Valkstone Primary School,BENTLEIGH EAST
,145.12697,-38.16049,Primary,Overport Primary School,FRANKSTON
,144.87443,-37.82104,Primary,Wembley Primary School,YARRAVILLE
,145.12564,-38.06649,Primary,Bonbeach Primary School,BONBEACH
,145.15815,-37.96265,Primary,Heatherhill Primary School,SPRINGVALE
,145.03661,-37.97424,Primary,Beaumaris North Primary School,BEAUMARIS
,144.3271,-38.11776,Primary,Hamlyn Banks Primary School,HAMLYN HEIGHTS
,145.19153,-37.97029,Primary,Yarraman Oaks Primary School,NOBLE PARK
,145.18009,-37.82859,Primary,Mount Pleasant Road Nunawading Primary School,BRENTFORD SQUARE
,144.90829,-37.70496,Primary,Glenroy West Primary School,GLENROY
,145.21143,-37.99895,Primary,Dandenong South Primary School,DANDENONG
,144.80201,-37.73174,Primary,St Albans North Primary School,ST ALBANS
,144.86085,-37.76784,Primary,Avondale Primary School,AVONDALE HEIGHTS
,145.15984,-37.79624,Primary,Beverley Hills Primary School,DONCASTER EAST
,146.87671,-36.12241,Primary,Wodonga West Primary School,WODONGA
,145.14717,-38.16181,Primary,Frankston Heights Primary School,FRANKSTON
,145.13525,-37.80368,Primary,Kerrimuir Primary School,KERRIMUIR
,145.25769,-37.83035,Primary,Heathmont East Primary School,HEATHMONT
,144.91598,-37.72486,Primary,Strathmore North Primary School,STRATHMORE
,145.0947,-37.92221,Primary,Oakleigh South Primary School,OAKLEIGH SOUTH
,145.0249,-37.68033,Primary,Thomastown East Primary School,THOMASTOWN
,145.11127,-37.88892,Primary,Mount Waverley Heights Primary School,Mount Waverley
,145.06942,-37.93451,Primary,East Bentleigh Primary School,Bentleigh East
,145.08692,-37.70703,Primary,Watsonia Primary School,WATSONIA
,145.08824,-37.98711,Primary,Parktone Primary School,Parkdale
,145.206,-37.81619,Primary,Antonio Park Primary School,MITCHAM
,145.0372,-37.71602,Primary,Kingsbury Primary School,KINGSBURY
,144.80049,-37.78107,Primary,Ardeer Primary School,ARDEER
,145.13574,-37.94219,Primary,Westall Primary School,CLAYTON SOUTH
,144.87957,-37.7022,Primary,Tullamarine Primary School,TULLAMARINE
,147.08383,-38.0957,Primary,Guthridge Primary School,SALE
,145.21592,-37.77952,Primary,Park Orchards Primary School,PARK ORCHARDS
,144.82304,-37.76212,Primary,Albion North Primary School,SUNSHINE NORTH
,145.1661,-37.8276,Primary,Blackburn Lake Primary School,BLACKBURN
,145.13921,-37.8271,Primary,Laburnum Primary School,Blackburn
,144.32646,-38.10121,Primary,Rollins Primary School,Bell Post Hill
,144.31977,-38.17959,Primary,Bellaire Primary School,HIGHTON
,145.14234,-37.89012,Primary,Pinewood Primary School,Pinewood
,144.92849,-37.68019,Primary,Broadmeadows Primary School,DALLAS
,144.96722,-37.69576,Primary,Moomba Park Primary School,FAWKNER
,144.86649,-37.73752,Primary,Keilor Heights Primary School,KEILOR EAST
,145.26424,-37.79379,Primary,Ainslie Parklands Primary School,BURNT BRIDGE
,145.17718,-37.84384,Primary,Parkmore Primary School,FOREST HILL
,144.41054,-38.01592,Primary,Lara Primary School,LARA
,145.23944,-37.79774,Primary,Mullum Primary School,RINGWOOD
,145.27775,-38.10406,Primary,Cranbourne Park Primary School,CRANBOURNE
,145.08999,-37.73473,Primary,Viewbank Primary School,VIEWBANK
,145.11865,-37.69228,Primary,Greenhills Primary School,GREENSBOROUGH
,145.32684,-37.91314,Primary,Upwey South Primary School,UPWEY
,143.20788,-38.49862,Primary,Simpson Primary School,SIMPSON
,145.15486,-37.71143,Primary,Eltham East Primary School,ELTHAM
,145.14693,-38.10984,Primary,Belvedere Park Primary School,SEAFORD
,145.11564,-37.86299,Primary,Essex Heights Primary School,MOUNT WAVERLEY
,145.26971,-37.88569,Primary,Mountain Gate Primary School,MOUNTAIN GATE
,145.2648,-37.8696,Primary,Fairhills Primary School,FERNTREE GULLY
,145.27848,-37.85856,Primary,Boronia West Primary School,BORONIA
,145.05697,-37.94118,Primary,Southmoor Primary School,MOORABBIN
,145.21721,-37.80423,Primary,Ringwood Heights Primary School,RINGWOOD NORTH
,145.29616,-37.79894,Primary,Ruskin Park Primary School,Croydon
,144.32686,-38.1538,Primary,Fyans Park Primary School,NEWTOWN
,145.15228,-38.13792,Primary,Karingal Primary School,KARINGAL
,145.17881,-37.88348,Primary,Mount View Primary School,GLEN WAVERLEY
,145.1433,-37.87909,Primary,Syndal South Primary School,Mount Waverley
,145.12966,-37.72493,Primary,Montmorency South Primary School,MONTMORENCY
,144.84917,-37.83698,Primary,Altona North Primary School,ALTONA NORTH
,145.16328,-37.84675,Primary,Burwood Heights Primary School,Burwood East
,142.77129,-37.06576,Primary,Stawell West Primary School,STAWELL
,145.10073,-37.7153,Primary,Watsonia Heights Primary School,GREENSBOROUGH
,143.83543,-37.52319,Primary,Forest Street Primary School,WENDOUREE
,145.32724,-37.7968,Primary,Pembroke Primary School,MOOROOLBARK
,145.1574,-38.12562,Primary,Mahogany Rise Primary School,Frankston North
,145.4059,-36.3985,Primary,Wilmot Road Primary School Shepparton,SHEPPARTON
,145.06299,-37.70734,Primary,Bundoora Primary School,WATSONIA
,144.80307,-37.75489,Primary,University Park Primary School,ST ALBANS
,144.81037,-37.74865,Primary,St Albans Heights Primary School,ST ALBANS
,143.92716,-35.74123,Primary,Kerang South Primary School,Kerang
,145.0828,-37.98001,Primary,Mentone Park Primary School,MENTONE
,145.17378,-37.80041,Primary,Donvale Primary School,Donvale
,144.33602,-38.10589,Primary,Bell Park North Primary School,GEELONG NORTH
,145.29648,-37.84457,Primary,Boronia Heights Primary School,BORONIA
,146.41542,-38.3111,Primary,Churchill Primary School,CHURCHILL
,144.31612,-38.16627,Primary,Montpellier Primary School,HIGHTON
,145.26135,-37.8549,Primary,Bayswater South Primary School,BAYSWATER
,145.13361,-38.09016,Primary,Seaford North Primary School,SEAFORD
,146.42446,-38.22793,Primary,Morwell Park Primary School,MORWELL
,145.03554,-37.67658,Primary,Lalor East Primary School,THOMASTOWN
,144.97045,-37.7956,Primary,Carlton Primary School,CARLTON
,144.33986,-38.18571,Primary,Wangala Primary School,Highton
,145.10938,-37.76061,Primary,Templestowe Valley Primary School,BULLEEN
,145.17407,-37.86702,Primary,Highvale Primary School,GLEN WAVERLEY
,145.08051,-37.7004,Primary,Watsonia North Primary School,WATSONIA NORTH
,145.21636,-37.96024,Primary,Wooranna Park Primary School,DANDENONG
,145.2514,-37.88363,Primary,Knox Park Primary School,KNOXFIELD
,145.11335,-37.79342,Primary,Birralee Primary School,DONCASTER
,142.94005,-37.27465,Primary,Ararat North Primary School,ARARAT
,145.12094,-38.17444,Primary,Derinya Primary School,FRANKSTON SOUTH
,145.00079,-37.6787,Primary,Thomastown West Primary School,THOMASTOWN
,145.23711,-37.92292,Primary,Rowville Primary School,ROWVILLE
,144.69612,-37.87288,Primary,Mossfiel Primary School,HOPPERS CROSSING
,145.11935,-37.76721,Primary,Templestowe Heights Primary School,TEMPLESTOWE LOWER
,145.15828,-38.14746,Primary,Ballam Park Primary School,Karingal Centre FRANKSTON
,144.71292,-37.5748,Primary,Sunbury West Primary School,Sunbury
,144.88658,-37.68715,Primary,Gladstone Park Primary School,GLADSTONE PARK
,145.30955,-37.77213,Primary,Manchester Primary School,MOOROOLBARK
,145.15904,-37.86708,Primary,Glendal Primary School,GLEN WAVERLEY
,145.32114,-37.77376,Primary,Bimbadeen Heights Primary School,Mooroolbark
,145.27802,-37.87582,Primary,Wattle View Primary School,FERNTREE GULLY
,145.13008,-37.70891,Primary,Sherbourne Primary School,BRIAR HILL
,145.16552,-37.78746,Primary,Donburn Primary School,DONCASTER EAST
,145.39097,-36.3985,Primary,Guthrie Street Primary School Shepparton,SHEPPARTON
,147.08906,-38.10805,Primary,Araluen Primary School,SALE
,144.76444,-37.772,Primary,Deer Park West Primary School,DEER PARK
,144.96587,-37.67433,Primary,Campbellfield Heights Primary School,CAMPBELLFIELD
,145.02854,-37.66415,Primary,Lalor North Primary School,LALOR
,144.56749,-37.67748,Primary,Melton West Primary School,MELTON
,145.1656,-37.67419,Primary,Diamond Creek East Primary School,DIAMOND CREEK
,145.17325,-37.91432,Primary,Brandon Park Primary School,Wheelers Hill
,145.25305,-37.84907,Primary,Bayswater West Primary School,BAYSWATER
,145.05875,-38.22603,Primary,Mornington Park Primary School,MORNINGTON
,146.89399,-36.13962,Primary,Wodonga South Primary School,WODONGA
,145.16162,-38.11662,Primary,Aldercourt Primary School,Belvedere Park PO Seaford
,144.99574,-37.81363,Primary,Richmond West Primary School,RICHMOND
,145.23294,-37.83641,Primary,Marlborough Primary School,HEATHMONT
,144.78121,-37.7361,Primary,Stevensville Primary School,ST ALBANS
,145.36852,-37.77958,Primary,Birmingham Primary School,LILYDALE
,144.69123,-37.88377,Primary,Woodville Primary School,HOPPERS CROSSING
,144.81407,-37.79899,Primary,Glengala Primary School,SUNSHINE WEST
,145.16681,-38.14148,Primary,Karingal Heights Primary School,KARINGAL
,145.17082,-37.97962,Primary,Wallarano Primary School,NOBLE PARK
,145.33611,-37.75518,Primary,Victoria Road Primary School,LILYDALE
,145.3357,-37.7868,Primary,Mooroolbark East Primary School,MOOROOLBARK
,144.799,-37.7884,Primary,Ardeer South Primary School,SUNSHINE WEST
,145.32291,-37.8111,Primary,Gladesville Primary School,KILSYTH
,147.27976,-36.86431,Primary,Falls Creek Primary School,Falls Creek
,144.93515,-37.78598,Primary,Debney Meadows Primary School,FLEMINGTON
,145.2952,-38.00942,Primary,Fountain Gate Primary School,NARRE WARREN
,145.26534,-37.81841,Primary,Tinternvale Primary School,BAYSWATER
,144.32895,-38.20828,Primary,Grovedale West Primary School,GROVEDALE
,145.26273,-37.88349,Primary,Kent Park Primary School,FERNTREE GULLY
,144.77403,-37.75614,Primary,Deer Park North Primary School,DEER PARK
,145.21346,-37.94411,Primary,Rosewood Downs Primary School,DANDENONG NORTH
,145.34594,-36.3801,Primary,Mooroopna Park Primary School,MOOROOPNA
,144.57266,-37.69487,Primary,Coburn Primary School,Melton South
,144.64389,-37.89406,Primary,Manorvale Primary School,WERRIBEE
,144.89837,-37.68901,Primary,Gladstone Views Primary School,GLADSTONE PARK
,145.17759,-37.90017,Primary,Wheelers Hill Primary School,WHEELERS HILL
,144.9141,-37.6814,Primary,Broadmeadows Valley Primary School,Dallas
,145.07907,-37.96278,Primary,Kingston Heath Primary School,CHELTENHAM
,145.20768,-37.74822,Primary,Andersons Creek Primary School,WARRANDYTE
,145.18428,-37.91475,Primary,Waverley Meadows Primary School,WHEELERS HILL
,145.1238,-37.983,Primary,Kingswood Primary School,DINGLEY VILLAGE
,145.18777,-37.86528,Primary,Camelot Rise Primary School,GLEN WAVERLEY
,145.18067,-37.85289,Primary,Livingstone Primary School,Vermont South
,146.41695,-38.30464,Primary,Churchill North Primary School,CHURCHILL
,144.81778,-37.75337,Primary,St Albans Meadows Primary School,ST ALBANS
,145.19288,-37.94923,Primary,Silverton Primary School,NOBLE PARK NORTH
,145.25483,-37.7893,Primary,Kalinda Primary School,RINGWOOD
,144.39501,-38.17815,Primary,Whittington Primary School,WHITTINGTON
,145.38271,-37.73256,Primary,Coldstream Primary School,Coldstream
,145.14326,-37.75627,Primary,Templestowe Park Primary School,TEMPLESTOWE
,145.26051,-38.03465,Primary,River Gum Primary School,HAMPTON PARK
,145.23616,-37.85487,Primary,Regency Park Primary School,WANTIRNA
,145.28575,-37.81008,Primary,Dorset Primary School,CROYDON
,144.8835,-38.37376,Primary,Eastbourne Primary School,CAPEL SOUND
,144.9931,-37.68259,Primary,Thomastown Meadows Primary School,THOMASTOWN
,145.1557,-38.16808,Primary,Kingsley Park Primary School,FRANKSTON
,145.24585,-37.97906,Primary,James Cook Primary School,ENDEAVOUR HILLS
,144.77536,-37.73771,Primary,Movelle Primary School,ST ALBANS
,145.10054,-38.1884,Primary,Mount Eliza North Primary School,MOUNT ELIZA
,146.86142,-36.1305,Primary,Melrose Primary School,WEST WODONGA
,144.62857,-37.89587,Primary,Iramoo Primary School,WERRIBEE
,145.17764,-37.85916,Primary,Weeden Heights Primary School,VERMONT SOUTH
,145.06588,-37.67461,Primary,Mill Park Primary School,MILL PARK
,145.15557,-37.7699,Primary,Serpell Primary School,TEMPLESTOWE
,145.01373,-38.27556,Primary,Mount Martha Primary School,MOUNT MARTHA
,144.77973,-37.86869,Primary,Altona Meadows Primary School,Altona Meadows
,145.39284,-37.89242,Primary,The Patch Primary School,THE PATCH
,145.19285,-37.90284,Primary,Jells Park Primary School,WHEELERS HILL
,144.77442,-37.74402,Primary,Albanvale Primary School,ALBANVALE
,144.72867,-37.56525,Primary,Kismet Park Primary School,SUNBURY
,145.07623,-38.18768,Primary,Kunyung Primary School,MOUNT ELIZA
,145.10987,-37.68739,Primary,Apollo Parkways Primary School,GREENSBOROUGH
,144.32788,-38.2004,Primary,Mandama Primary School,GROVEDALE
,144.91782,-37.6592,Primary,Bethal Primary School,Roxburgh Park
,145.26772,-38.10271,Primary,Cranbourne West Primary School,CRANBOURNE
,145.14479,-38.06984,Primary,Patterson Lakes Primary School,PATTERSON LAKES
,145.15444,-38.10504,Primary,Seaford Park Primary School,SEAFORD
,145.33925,-37.82495,Primary,Billanook Primary School,MONTROSE
,145.31134,-37.75007,Primary,Chirnside Park Primary School,Chirnside Park
,145.48877,-38.43123,Primary,Bass Valley Primary School,CORINELLA
,145.23229,-37.86094,Primary,Templeton Primary School,WANTIRNA SOUTH
,144.70696,-37.58114,Primary,Sunbury Heights Primary School,Sunbury
,144.43691,-37.65528,Primary,Darley Primary School,Darley
,143.81853,-37.58478,Primary,Delacombe Primary School,Redan
,145.17275,-38.29789,Primary,Wallaroo Primary School,HASTINGS
,145.26772,-37.96839,Primary,Mossgiel Park Primary School,ENDEAVOUR HILLS
,144.55421,-37.67562,Primary,Wedge Park Primary School,MELTON WEST
,146.30071,-36.34159,Primary,Appin Park Primary School,WANGARATTA
,145.17519,-37.7738,Primary,Milgate Primary School,DONCASTER EAST
,145.32743,-38.03114,Primary,Berwick Lodge Primary School,BERWICK
,145.28805,-38.15007,Primary,Botanic Ridge Primary School,Botanic Ridge
,144.92384,-37.65042,Primary,Meadow Heights Primary School,MEADOW HEIGHTS
,141.59245,-38.36224,Primary,Bundarra Primary School,PORTLAND
,145.2477,-37.96973,Primary,Chalcot Lodge Primary School,ENDEAVOUR HILLS
,145.27622,-38.08736,Primary,Rangebank Primary School,CRANBOURNE
,145.22958,-37.88228,Primary,Knox Gardens Primary School,WANTIRNA SOUTH
,145.26441,-37.98823,Primary,Southern Cross Primary School,ENDEAVOUR HILLS
,144.76754,-37.73315,Primary,Kings Park Primary School,ST ALBANS
,145.32684,-37.76651,Primary,Rolling Hills Primary School,MOOROOLBARK
,144.93585,-37.60875,Primary,Craigieburn South Primary School,CRAIGIEBURN
,145.05107,-37.6665,Primary,Findon Primary School,MILL PARK
,147.56717,-38.05819,Primary,Loch Sport Primary School,LOCH SPORT
,144.75105,-37.58052,Primary,Goonawarra Primary School,SUNBURY
,144.71078,-37.87108,Primary,Bellbridge Primary School,HOPPERS CROSSING
,145.27204,-37.77668,Primary,Croydon Hills Primary School,CROYDON HILLS
,144.58632,-37.67057,Primary,Kurunjang Primary School,MELTON
,145.2025,-38.15092,Primary,Langwarrin Park Primary School,LANGWARRIN
,144.79377,-37.70965,Primary,Taylors Lakes Primary School,Taylors Lakes
,145.13984,-37.68998,Primary,Glen Katherine Primary School,ELTHAM NORTH
,144.99907,-37.82957,Primary,Richmond Primary School,RICHMOND
,145.00748,-37.81464,Primary,Yarra Primary School,RICHMOND
,144.55314,-38.16566,Primary,Clifton Springs Primary School,DRYSDALE
,145.26246,-37.91841,Primary,Park Ridge Primary School,ROWVILLE
,145.14653,-37.84023,Primary,Orchard Grove Primary School,BLACKBURN SOUTH
,145.05309,-37.64275,Primary,Meadowglen Primary School,EPPING
,144.78492,-37.88677,Primary,Altona Green Primary School,ALTONA MEADOWS
,145.08789,-37.78944,Primary,Boroondara Park Primary School,BALWYN NORTH
,145.27435,-38.04385,Primary,Coral Park Primary School,HAMPTON PARK
,145.30412,-38.00344,Primary,Maramba Primary School,NARRE WARREN
,145.27391,-37.98056,Primary,Thomas Mitchell Primary School,ENDEAVOUR HILLS
,145.26328,-37.90532,Primary,Karoo Primary School,ROWVILLE
,144.77753,-37.71723,Primary,Mackellar Primary School,DELAHEY
,145.1168,-38.02251,Primary,Aspendale Gardens Primary School,ASPENDALE GARDENS
,145.33439,-38.04874,Primary,Berwick Fields Primary School,Berwick
,145.34777,-38.05298,Primary,Brentwood Park Primary School,BERWICK
,145.00257,-37.60984,Primary,Edgars Creek Primary School,Wollert
,144.54755,-37.78994,Primary,Eynesbury Primary School,Eynesbury
,144.67569,-37.86739,Primary,Cambridge Primary School,WERRIBEE
,145.19245,-38.10442,Primary,Rowellyn Park Primary School,CARRUM DOWNS
,144.69102,-37.85984,Pri/Sec,Baden Powell P-9 College,HOPPERS CROSSING DC
,145.20502,-38.13568,Primary,Woodlands Primary School,LANGWARRIN
,145.05175,-37.65733,Primary,Mill Park Heights Primary School,MILL PARK
,144.79205,-37.71727,Primary,Monmia Primary School,KEILOR DOWNS
,144.7579,-37.87884,Primary,Seabrook Primary School,SEABROOK
,144.92259,-37.59178,Primary,Willmott Park Primary School,CRAIGIEBURN
,144.63788,-37.9032,Primary,Thomas Chirnside Primary School,WERRIBEE
,145.24288,-37.93392,Primary,Heany Park Primary School,ROWVILLE
,142.1339,-34.19367,Primary,Ranfurly Primary School,MILDURA
,145.27957,-38.03416,Primary,Kilberry Valley Primary School,HAMPTON PARK
,144.70458,-37.56379,Primary,Killara Primary School,SUNBURY
,144.54166,-38.26145,Primary,Surfside Primary School,OCEAN GROVE
,145.39659,-38.05488,Primary,Orchard Park Primary School,Officer
,144.63933,-37.92103,Primary,Riverwalk Primary School,Werribee
,145.31619,-38.00644,Primary,Oatlands Primary School,NARRE WARREN
,144.65953,-37.8785,Primary,Westgrove Primary School,Werribee
,145.71697,-36.63424,Primary,Peranbin Primary College,VIOLET TOWN
,144.42318,-37.65586,Primary,Pentland Primary School,Bacchus Marsh
,145.49442,-38.06063,Primary,Pakenham Hills Primary School,PAKENHAM
,145.28345,-38.08012,Primary,Courtenay Gardens Primary School,CRANBOURNE NORTH
,145.16775,-38.23003,Primary,Somerville Rise Primary School,SOMERVILLE
,143.21674,-37.93959,Pri/Sec,Derrinallum P-12 College,DERRINALLUM
,142.80955,-38.08637,Pri/Sec,Mortlake P-12 College,MORTLAKE
,141.79872,-37.85635,Primary,Branxholme-Wallacedale Community School,BRANXHOLME
,144.31968,-38.24124,Primary,Mount Duneed Regional Primary School,MOUNT DUNEED
,142.52288,-38.28599,Primary,Grasmere Primary School,GRASMERE
,141.71658,-38.25268,Primary,Narrawong District Primary School,NARRAWONG
,143.87591,-37.57297,Primary,Canadian Lead Primary School,BALLARAT MAIL CENTRE
,143.89424,-37.55542,Primary,Caledonian Primary School,BAKERY HILL
,145.37283,-38.08273,Primary,Grayling Primary School,Clyde North
,142.42708,-35.34395,Primary,Tempy Primary School,TEMPY
,146.39897,-37.95912,Primary,Rawson Primary School,RAWSON
,147.0121,-38.0235,Primary,Bundalaguah Primary School,Bundalaguah
,145.88035,-38.20464,Primary,Lardner and District Primary School,LARDNER
,146.87481,-38.05399,Primary,Nambrok Denison Primary School,NAMBROK
,146.43111,-38.66552,Primary,Welshpool and District Primary School,WELSHPOOL
,146.41206,-36.76558,Primary,Whitfield District Primary School,WHITFIELD
,146.23636,-36.61784,Primary,Greta Valley Primary School,GRETA SOUTH
,146.54454,-36.43532,Primary,Everton Primary School,Everton
,142.35779,-34.47385,Primary,Nangiloc Colignan and District Primary School,NANGILOC
,142.85352,-35.50928,Pri/Sec,Tyrrell College,SEA LAKE
,144.25723,-37.00297,Primary,Harcourt Valley Primary School,HARCOURT
,143.47891,-35.23248,Primary,Beverford District Primary School,BEVERFORD
,144.87843,-37.73085,Primary,Niddrie Primary School,NIDDRIE
,144.87884,-37.6232,Primary,Keelonith Primary School,Greenvale
,143.7804,-37.54796,Primary,Lucas Primary School,Lucas
,144.59423,-37.60627,Primary,Toolern Vale and District Primary School,TOOLERN VALE
,145.10687,-37.86288,Primary,Parkhill Primary School,ASHWOOD
,145.13174,-38.12516,Primary,Kananook Primary School,SEAFORD
,145.12521,-37.83477,Primary,Roberts McCubbin Primary School,BOX HILL SOUTH
,146.01518,-38.57934,Primary,Meeniyan Primary School,MEENIYAN
,145.56603,-38.17604,Primary,Bayles Regional Primary School,BAYLES
,145.06814,-37.95926,Primary,Le Page Primary School,CHELTENHAM
,145.5462,-38.56035,Primary,Powlett River Primary School,DALYSTON
,145.16759,-37.87472,Primary,Glen Waverley Primary School,GLEN WAVERLEY
,145.24649,-37.89148,Primary,Carrington Primary School,KNOXFIELD
,145.17289,-37.92812,Primary,Albany Rise Primary School,WAVERLEY GARDENS
,145.10878,-37.90032,Primary,Amsleigh Park Primary School,OAKLEIGH EAST
,145.25498,-37.86116,Primary,Knox Central Primary School,Boronia
,145.14135,-37.86802,Primary,Mount Waverley North Primary School,MOUNT WAVERLEY
,145.2063,-37.82958,Primary,Rangeview Primary School,MITCHAM
,141.29856,-37.03343,Pri/Sec,Edenhope College,EDENHOPE
,141.17734,-35.26557,Pri/Sec,Murrayville Community College,MURRAYVILLE
,142.31917,-38.10698,Pri/Sec,Hawkesdale P12 College,HAWKESDALE
,145.18873,-37.94284,Pri/Sec,Carwatha College P-12,NOBLE PARK
,145.16761,-37.89686,Primary,Glen Waverley South Primary School,GLEN WAVERLEY
,145.10222,-37.72156,Primary,Streeton Primary School,YALLAMBIE
,143.45374,-35.29041,Primary,Woorinen District Primary School,WOORINEN SOUTH
,143.6843,-37.64352,Primary,Woady Yaloak Primary School,SMYTHESDALE
,145.65186,-37.75279,Primary,Millwarra Primary School,WARBURTON
,146.70321,-38.29418,Primary,Gormandale And District Primary School,GORMANDALE
,144.91628,-37.63206,Primary,Roxburgh Homestead Primary School,SOMERTON
,144.39495,-38.16516,Primary,Newcomb Primary School,NEWCOMB
,144.85612,-37.79169,Primary,Dinjerra Primary School,WEST FOOTSCRAY
,144.94394,-37.7012,Primary,Belle Vue Park Primary School,GLENROY
,145.1479,-37.78161,Primary,Doncaster Gardens Primary School,DONCASTER EAST
,143.34319,-35.18608,Primary,Nyah District Primary School,NYAH WEST
,145.28692,-38.06312,Primary,Strathaird Primary School,NARRE WARREN SOUTH
,145.23763,-37.8238,Primary,Great Ryrie Primary School,Heathmont
,145.32263,-38.01557,Pri/Sec,Timbarra P-9 College,BERWICK
,144.74446,-37.69921,Primary,Parkwood Green Primary School,HILLSIDE
,145.30746,-38.06472,Primary,Hillsmeade Primary School,NARRE WARREN SOUTH
,144.9314,-37.63424,Primary,Roxburgh Park Primary School,ROXBURGH PARK
,144.74313,-37.88474,Pri/Sec,Carranballac P-9 College,Point Cook
,145.06111,-38.24595,Primary,Benton Junior College,MORNINGTON
,145.02003,-37.88805,Primary,Caulfield Primary School,CAULFIELD SOUTH
,144.9235,-37.61621,Primary,Roxburgh Rise Primary School,ROXBURGH PARK
,145.24899,-38.05239,Primary,Lynbrook Primary School,LYNBROOK
,145.12687,-37.58582,Primary,Laurimar Primary School,Doreen
,144.72565,-37.86453,Primary,Truganina South Primary School,Tarneit
,144.75458,-37.73503,Primary,Kororoit Creek Primary School,Caroline Springs
,145.00226,-37.62208,Primary,Harvest Home Primary School,Epping
,144.71909,-37.83877,Pri/Sec,Truganina P-9 College,Truganina
,144.75289,-37.74566,Primary,Burnside Primary School,Burnside
,145.34696,-38.06743,Primary,Berwick Chase Primary School,Narre Warren South
,145.439,-38.06846,Primary,Pakenham Lakeside Primary School,Officer
,144.66024,-37.85588,Primary,Davis Creek Primary School,Tarneit
,145.47008,-38.08451,Primary,Pakenham Springs Primary School,Pakenham
,144.7599,-37.71669,Primary,Taylors Hill Primary School,Caroline Springs
,145.28906,-38.08753,Primary,Cranbourne Carlisle Primary School,Cranbourne
,144.7632,-37.78927,Primary,Derrimut Primary School,Deer Park
,145.02402,-37.62844,Primary,Epping Views Primary School,Epping
,144.72467,-36.13772,Primary,Echuca Twin Rivers Primary School,Echuca
,145.30444,-38.10628,Primary,Cranbourne East Primary School,Cranbourne East
,143.8204,-37.5275,Pri/Sec,Yuille Park P-8 Community College,Wendouree
,145.25408,-38.07496,Primary,Lyndhurst Primary School,Lyndhurst
,144.90557,-37.58175,Primary,Aitken Creek Primary School,Craigieburn
,145.02272,-37.70552,Primary,Reservoir Views Primary School,Reservoir
,144.92956,-37.68754,Primary,Meadows Primary School,Broadmeadows
,145.09694,-37.61403,Primary,Mernda Park Primary School,Mernda
,144.84569,-37.78293,Primary,Sunshine Harvester Primary School,Sunshine
,145.51084,-38.06394,Primary,Pakenham Primary School,Pakenham
,144.74133,-37.90824,Pri/Sec,Alamanda K-9 College,POINT COOK
,145.16699,-37.80747,Primary,Whitehorse Primary School,Blackburn North
,144.2573,-36.7706,Primary,Golden Square Primary School,Golden Square
,145.00135,-37.66369,Primary,Lalor Gardens Primary School,Lalor
,145.18048,-37.9924,Primary,Chandler Park Primary School,Keysborough
,145.15242,-37.98263,Primary,Keysborough Primary School,Springvale South
,145.20465,-37.96505,Primary,Lyndale Greens Primary School,Dandenong North
,145.14997,-37.97105,Primary,Athol Road Primary School,SPRINGVALE SOUTH
,145.15904,-37.93926,Primary,Springvale Rise Primary School,Springvale
,145.13951,-37.95884,Primary,Spring Parks Primary School,Springvale
,144.80919,-37.71765,Primary,Keilor Views Primary School,Keilor Downs
,144.67655,-37.88487,Primary,Wyndham Park Primary School,Werribee
,144.26844,-36.73692,Primary,Lightning Reef Primary School,Nth Bendigo
,144.92504,-37.70428,Primary,Glenroy Central Primary School,Glenroy
,145.00278,-37.69667,Primary,William Ruthven Primary School,Reservoir
,144.90955,-37.57099,Primary,Newbury Primary School,Craigieburn
